# N	frecuencia	desviacion
1	0	0.5
2	0	0.5
3	0	0.5
4	0.25	0.25
5	0.4	0.1
6	0.5	0
7	0.428571	0.0714286
8	0.5	0
9	0.555556	0.0555556
10	0.6	0.1
20	0.6	0.1
30	0.566667	0.0666667
40	0.55	0.05
50	0.56	0.06
60	0.533333	0.0333333
70	0.5	0
80	0.525	0.025
90	0.511111	0.0111111
100	0.52	0.02
200	0.5	0
300	0.506667	0.00666667
400	0.495	0.005
500	0.49	0.01
600	0.481667	0.0183333
700	0.481429	0.0185714
800	0.4775	0.0225
900	0.474444	0.0255556
1000	0.467	0.033
1500	0.491333	0.00866667
2000	0.494	0.006
2500	0.496	0.004
3000	0.496667	0.00333333
3500	0.492286	0.00771429
4000	0.494	0.006
4500	0.492667	0.00733333
5000	0.4934	0.0066
5500	0.494545	0.00545455
6000	0.496333	0.00366667
6500	0.495692	0.00430769
7000	0.497286	0.00271429
7500	0.498933	0.00106667
8000	0.49775	0.00225
8500	0.499882	0.000117647
9000	0.499667	0.000333333
9500	0.498105	0.00189474
10000	0.4978	0.0022
15000	0.496133	0.00386667
20000	0.49775	0.00225
25000	0.49976	0.00024
30000	0.501033	0.00103333
35000	0.501857	0.00185714
40000	0.5011	0.0011
45000	0.501378	0.00137778
50000	0.50006	6e-05
55000	0.499764	0.000236364
60000	0.50055	0.00055
65000	0.500462	0.000461538
70000	0.500529	0.000528571
75000	0.500227	0.000226667
80000	0.500212	0.0002125
85000	0.500388	0.000388235
90000	0.499833	0.000166667
95000	0.499695	0.000305263
100000	0.49889	0.00111
110000	0.499564	0.000436364
120000	0.500242	0.000241667
130000	0.500262	0.000261538
140000	0.499914	8.57143e-05
150000	0.4995	0.0005
160000	0.499775	0.000225
170000	0.500329	0.000329412
180000	0.500433	0.000433333
190000	0.500489	0.000489474
200000	0.500795	0.000795
210000	0.500586	0.000585714
220000	0.500777	0.000777273
230000	0.500926	0.000926087
240000	0.500942	0.000941667
250000	0.500988	0.000988
260000	0.500969	0.000969231
270000	0.50077	0.00077037
280000	0.500561	0.000560714
290000	0.500686	0.000686207
300000	0.500717	0.000716667
310000	0.500626	0.000625806
320000	0.500775	0.000775
330000	0.500536	0.000536364
340000	0.500574	0.000573529
350000	0.500394	0.000394286
360000	0.500358	0.000358333
370000	0.50027	0.00027027
380000	0.500061	6.05263e-05
390000	0.500056	5.64103e-05
400000	0.49999	1e-05
410000	0.499959	4.14634e-05
420000	0.499714	0.000285714
430000	0.499702	0.000297674
440000	0.499689	0.000311364
450000	0.4998	0.0002
460000	0.499828	0.000171739
470000	0.4999	0.0001
480000	0.500006	6.25e-06
490000	0.5	0
500000	0.500106	0.000106
510000	0.500198	0.000198039
520000	0.500365	0.000365385
530000	0.500321	0.000320755
540000	0.500387	0.000387037
550000	0.500265	0.000265455
560000	0.500252	0.000251786
570000	0.500196	0.000196491
580000	0.500164	0.000163793
590000	0.50009	8.98305e-05
600000	0.49997	3e-05
610000	0.499977	2.29508e-05
620000	0.500024	2.41935e-05
630000	0.500081	8.09524e-05
640000	0.500045	4.53125e-05
650000	0.500026	2.61538e-05
660000	0.500038	3.78788e-05
670000	0.50007	7.01493e-05
680000	0.500165	0.000164706
690000	0.500158	0.000157971
700000	0.500054	5.42857e-05
710000	0.50003	2.95775e-05
720000	0.500039	3.88889e-05
730000	0.499997	2.73973e-06
740000	0.499935	6.48649e-05
750000	0.499996	4e-06
760000	0.49998	1.97368e-05
770000	0.500019	1.94805e-05
780000	0.500135	0.000134615
790000	0.500048	4.81013e-05
800000	0.500067	6.75e-05
810000	0.500077	7.65432e-05
820000	0.500049	4.87805e-05
830000	0.49999	9.63855e-06
840000	0.500026	2.61905e-05
850000	0.500092	9.17647e-05
860000	0.500136	0.000136047
870000	0.50022	0.00021954
880000	0.500285	0.000285227
890000	0.500264	0.000264045
900000	0.50025	0.00025
910000	0.50021	0.00020989
920000	0.500221	0.000220652
930000	0.500166	0.000165591
940000	0.500214	0.00021383
950000	0.500066	6.63158e-05
960000	0.500075	7.5e-05
970000	0.500023	2.26804e-05
980000	0.500006	6.12245e-06
990000	0.499996	4.0404e-06
1000000	0.500021	2.1e-05
1010000	0.500064	6.43564e-05
1020000	0.50006	5.98039e-05
1030000	0.500019	1.94175e-05
1040000	0.49996	4.03846e-05
1050000	0.499966	3.42857e-05
1060000	0.499942	5.84906e-05
1070000	0.499913	8.69159e-05
1080000	0.499943	5.74074e-05
1090000	0.500052	5.22936e-05
1100000	0.500064	6.36364e-05
1110000	0.500091	9.0991e-05
1120000	0.500132	0.000132143
1130000	0.500141	0.000140708
1140000	0.500093	9.29825e-05
1150000	0.500089	8.86957e-05
1160000	0.500112	0.000112069
1170000	0.50006	5.98291e-05
1180000	0.500108	0.000107627
1190000	0.500146	0.000146218
1200000	0.500115	0.000115
1210000	0.500121	0.000120661
1220000	0.500085	8.52459e-05
1230000	0.500124	0.00012439
1240000	0.500035	3.46774e-05
1250000	0.500026	2.56e-05
1260000	0.500054	5.39683e-05
1270000	0.500028	2.83465e-05
1280000	0.500078	7.8125e-05
1290000	0.500088	8.83721e-05
1300000	0.500062	6.23077e-05
1310000	0.500042	4.19847e-05
1320000	0.500091	9.09091e-05
1330000	0.500097	9.69925e-05
1340000	0.500097	9.70149e-05
1350000	0.50005	5.03704e-05
1360000	0.500106	0.000105882
1370000	0.500037	3.72263e-05
1380000	0.50002	1.95652e-05
1390000	0.499966	3.38129e-05
1400000	0.499921	7.92857e-05
1410000	0.499955	4.46809e-05
1420000	0.49994	5.98592e-05
1430000	0.499976	2.44755e-05
1440000	0.499942	5.76389e-05
1450000	0.499929	7.10345e-05
1460000	0.499951	4.86301e-05
1470000	0.499894	0.000106122
1480000	0.499945	5.47297e-05
1490000	0.499977	2.34899e-05
1500000	0.499969	3.06667e-05
1510000	0.499961	3.90728e-05
1520000	0.499932	6.84211e-05
1530000	0.499901	9.86928e-05
1540000	0.499929	7.14286e-05
1550000	0.499908	9.16129e-05
1560000	0.499903	9.74359e-05
1570000	0.499961	3.94904e-05
1580000	0.499947	5.31646e-05
1590000	0.499865	0.000134591
1600000	0.499863	0.000136875
1610000	0.499955	4.53416e-05
1620000	0.499929	7.09877e-05
1630000	0.499945	5.52147e-05
1640000	0.499916	8.35366e-05
1650000	0.499938	6.24242e-05
1660000	0.499937	6.26506e-05
1670000	0.500007	6.58683e-06
1680000	0.500021	2.08333e-05
1690000	0.49997	2.95858e-05
1700000	0.499959	4.11765e-05
1710000	0.499963	3.74269e-05
1720000	0.499983	1.68605e-05
1730000	0.499961	3.93064e-05
1740000	0.499988	1.2069e-05
1750000	0.499953	4.74286e-05
1760000	0.499968	3.18182e-05
1770000	0.499985	1.46893e-05
1780000	0.500002	1.68539e-06
1790000	0.500047	4.7486e-05
1800000	0.500037	3.66667e-05
1810000	0.500063	6.29834e-05
1820000	0.499993	6.59341e-06
1830000	0.499969	3.06011e-05
1840000	0.499951	4.8913e-05
1850000	0.499964	3.62162e-05
1860000	0.499994	5.91398e-06
1870000	0.500006	5.88235e-06
1880000	0.499982	1.80851e-05
1890000	0.49998	2.01058e-05
1900000	0.500025	2.52632e-05
1910000	0.500039	3.87435e-05
1920000	0.500049	4.89583e-05
1930000	0.500052	5.23316e-05
1940000	0.50007	6.95876e-05
1950000	0.500067	6.66667e-05
